Subject,Relationship,Object
NCT06250946,has_criteria,<5% self-reported weight change
NCT06250946,has_criteria,Age 18-65 years
NCT05543369,involves,Healthy Participants
NCT05543369,evaluates,Elafibranor
NCT05543369,measures_primary,AUCτ at steady state
NCT05543369,measures_secondary,Cmax at steady state
NCT05543369,measures_secondary,Percentage of participants with clinically significant change in laboratory parameters
NCT05543369,has_criteria,Clinically significant changes in Laboratory Parameters
NCT04208412,involves,Hereditary Angioedema Type I or II
NCT04208412,evaluates,KVD900
NCT04208412,measures_primary,time to conventional treatment
NCT04208412,measures_secondary,Proportion of HAE Attacks
NCT04208412,has_criteria,Adult Subjects
NCT00360412,involves,Parkinson's Disease
NCT00360412,evaluates,E2007
NCT00360412,measures_primary,OFF time (hours)
NCT00360412,measures_secondary,ON time (hours)
NCT00360412,measures_secondary,UPDRS Part II
NCT00360412,measures_secondary,UPDRS Part III
NCT00360412,has_criteria,Levodopa treated
NCT01710046,involves,Psoriasis
NCT01710046,evaluates,CP-690
NCT01710046,measures_primary,PASI75 at Week 12
NCT01710046,measures_secondary,Physician's Global Assessment
NCT01710046,has_criteria,Moderate to Severe Chronic Plaque Psoriasis
NCT06456346,involves,Essential Thrombocythemia
NCT06456346,evaluates,Bomedemstat
NCT06456346,evaluates,Hydroxyurea
NCT06456346,measures_primary,Durable Clinicohematologic Response Rate
NCT06456346,measures_secondary,Change From Baseline in MFSAF v4.0 Individual Fatigue Symptom Item Score
NCT06456346,measures_secondary,Change From Baseline in PROMIS Fatigue SF-7a Total Fatigue Score
NCT06456346,measures_secondary,Change From Baseline in MFSAF v4.0 Total Symptom Score
NCT06456346,measures_secondary,Duration of Hematologic Remission
NCT06456346,has_criteria,platelet count to ≤400 × 10\^9/L
NCT06456346,has_criteria,absence of white blood cell (WBC) count elevation to \>10 × 10\^9/L
NCT00460746,involves,HIV
NCT00460746,evaluates,Enfuvirtide/Current Protease Inhibitor Switch to PREZISTA (Darunavir)/Ritonavir + TMC125
NCT00460746,measures_primary,Plasma HIV Viral Load
NCT00460746,measures_secondary,CD4+ Cell Count
NCT00460746,has_criteria,HIV-1 positive
NCT00460746,has_criteria,drug resistance
NCT00460746,has_criteria,antiretroviral failure
NCT00460746,has_criteria,PI containing regimen
NCT00317369,involves,Crohn's Disease
NCT00317369,evaluates,OPC-6535
NCT00317369,measures_primary,Clinical Improvement Rate
NCT00317369,measures_secondary,Remission Rate
NCT00317369,measures_secondary,Mean Change From Baseline in Total CDAI Score
NCT00317369,measures_secondary,Mean Change From the Baseline in Inflammatory Bowel Disease Questionnaire (IBDQ) Score
NCT00317369,has_criteria,CDAI score improved
NCT03811912,involves,Alopecia Areata
NCT03811912,evaluates,CTP-543
NCT03811912,measures_primary,Relative Change SALT
NCT03811912,measures_secondary,Percentage SALT reduction
NCT03811912,measures_secondary,Absolute Change SALT
NCT03811912,measures_secondary,Satisfaction Hair Coverage
NCT03811912,has_criteria,Age 18 years
NCT02249312,involves,Bronchial Asthma
NCT02249312,evaluates,BIIL 284 BS
NCT02249312,measures_primary,FEV1 by spirometry
NCT02249312,measures_secondary,FVC by spirometry
NCT02249312,measures_secondary,FEF 25-70% by spirometry
NCT02249312,measures_secondary,FEF50% by spirometry
NCT02249312,measures_secondary,FEF 75% by spirometry
NCT02249312,measures_secondary,PEFR a.m. versus p.m.
NCT02249312,measures_secondary,Physician's global evaluation
NCT02249312,measures_secondary,Adverse Events
NCT02249312,has_criteria,Written informed consent
NCT02249312,has_criteria,Males and females aged 18-65 years
NCT02752412,involves,Type 2 Diabetes Mellitus
NCT02752412,evaluates,LixiLan
NCT02752412,evaluates,Insulin Glargine
NCT02752412,measures_primary,Change from baseline HbA1c
NCT02752412,measures_secondary,2-hour postprandial plasma glucose
NCT02752412,measures_secondary,blood glucose excursion
NCT02752412,measures_secondary,self-monitoring plasma glucose
NCT02752412,measures_secondary,body weight
NCT02752412,measures_secondary,Fasting Plasma Glucose
NCT02752412,measures_secondary,daily dose of insulin glargine
NCT02752412,measures_secondary,HbA1c <7%
NCT02752412,measures_secondary,hypoglycemia
NCT02752412,measures_secondary,anti-lixisenatide antibodies
NCT02752412,measures_secondary,anti-insulin antibodies
NCT02752412,has_criteria,Type 2 Diabetes Mellitus
NCT02752412,has_criteria,basal insulin regimen
NCT02752412,has_criteria,oral anti-diabetic drugs
NCT05607446,involves,Persistent Allergic Rhinitis
NCT05607446,evaluates,TQC3564 Tablets
NCT05607446,measures_primary,Total nasal symptom Score
NCT05607446,measures_secondary,Change in TNSS from baseline
NCT05607446,has_criteria,Age 18-65 years old
NCT02079246,involves,Alzheimer's Disease
NCT02079246,evaluates,Idalopirdine
NCT02079246,measures_primary,Change in Cognition
NCT02079246,measures_secondary,Clinical Global Impression Score
NCT02079246,measures_secondary,Change in Daily Functioning
NCT02079246,has_criteria,Baseline II
NCT05434546,involves,Tourette syndrome
NCT05434546,evaluates,Sepranolone
NCT05434546,measures_primary,total tic score
NCT05434546,measures_secondary,impairment score
NCT05434546,has_criteria,randomization day 1
NCT06338995,involves,Chronic Rhinosinusitis and Nasal Polyps
NCT06338995,evaluates,Lebrikizumab (LY3650150)
NCT06338995,measures_primary,Nasal Congestion Score
NCT06338995,measures_secondary,Endoscopic Nasal Polyp Score
NCT06338995,measures_secondary,Lund Mackay score
NCT06338995,measures_secondary,Forced Expiratory Volume in 1 Second
NCT06338995,measures_secondary,Severity of Loss of Smell
NCT06338995,has_criteria,Intranasal Corticosteroids
NCT01958281,involves,HCV Infection
NCT01958281,evaluates,Sofosbuvir Plus Ribavirin
NCT01958281,evaluates,Ledipasvir/Sofosbuvir
NCT01958281,measures_primary,SVR12
NCT01958281,measures_secondary,Treatment-Emergent Adverse Events
NCT01958281,measures_secondary,Treatment-Emergent Laboratory Abnormalities
NCT01958281,measures_secondary,Clinically Significant ECG Abnormalities
NCT01958281,measures_secondary,Treatment-Emergent Adverse Events Associated With Vital Sign Abnormalities
NCT01958281,has_criteria,Renal Insufficiency
NCT01148810,involves,Polymyositis
NCT01148810,involves,Dermatomyositis
NCT01148810,evaluates,BAF312
NCT01148810,measures_primary,Disease Activity Scores
NCT01148810,measures_secondary,Health-related Quality of Life
NCT01148810,measures_secondary,Steroids Use
NCT01148810,has_criteria,12 weeks
NCT01008410,involves,Ulcerative Proctitis
NCT01008410,involves,Proctosigmoiditis
NCT01008410,evaluates,Budesonide Foam
NCT01008410,measures_primary,Remission at Week 6
NCT01008410,measures_secondary,Rectal Bleeding MMDAI Subscale Score
NCT01008410,has_criteria,Active disease
NCT05039710,involves,Japanese Participants
NCT05039710,evaluates,JNJ-75220795
NCT05039710,measures_primary,Percent Change in Liver Fat Content
NCT05039710,measures_secondary,Number of Participants With Change From Baseline in Vital Signs Abnormalities
NCT05039710,measures_secondary,Number of Participants With Change From Baseline in Clinical Laboratory Abnormalities
NCT05039710,measures_secondary,Number of Participants With Change From Baseline in Physical Examination Abnormalities
NCT05039710,measures_secondary,Number of Participants With Change From Baseline in Electrocardiogram (ECG) Abnormalities
NCT05039710,has_criteria,Baseline
NCT05888610,involves,Alzheimer's disease
NCT05888610,involves,dementias
NCT05888610,evaluates,Digital Outpost
NCT05888610,measures_primary,Usability at 2 weeks
NCT05888610,measures_secondary,Clinical Assessments
NCT05888610,has_criteria,Caregiver of Duke patient
NCT05888610,has_criteria,Age > 18 years
NCT05888610,has_criteria,English speaker
NCT02234310,involves,Hemophilia B
NCT02234310,evaluates,rFIXFc
NCT02234310,measures_primary,Annualized Bleeding Rate
NCT02234310,measures_secondary,Annualized Spontaneous Joint Bleeding Episodes
NCT02234310,has_criteria,Previously Untreated Males
NCT06000410,involves,Osteoarthritis of the Knee
NCT06000410,evaluates,Amniotic Suspension Allograft
NCT06000410,measures_primary,WOMAC Pain scale
NCT06000410,measures_secondary,WOMAC Function
NCT06000410,measures_secondary,OMERACT-OARSI responder rate
NCT06000410,has_criteria,Males or females 18 years
NCT05301712,involves,Stroke
NCT05301712,evaluates,Naloxone HCI IV
NCT05301712,measures_primary,mRS score Day 90
NCT05301712,measures_secondary,Modified Barthel Index
NCT05301712,measures_secondary,EuroQol five dimensions questionnaire
NCT05301712,measures_secondary,Korean Mini-Mental State Examination
NCT05301712,measures_secondary,Global Deterioration Scale
NCT05301712,has_criteria,Day 90
NCT01926912,involves,Schizophrenia
NCT01926912,evaluates,Paliperidone Palmitate
NCT01926912,measures_primary,Change from baseline ESRS score
NCT01926912,measures_secondary,Change from baseline BPRS score
NCT01926912,measures_secondary,Clinical Global Impression - Severity (CGI-S) scale score
NCT01926912,measures_secondary,Clinical Global Impression - Change (CGI-C) scale score
NCT00277212,involves,Bipolar I Disorder
NCT00277212,evaluates,Aripiprazole
NCT00277212,evaluates,Lamotrigine
NCT00277212,measures_primary,Relapse Through Week 52
NCT00277212,measures_secondary,Discontinuation for Any Reason
NCT00277212,measures_secondary,Deaths
NCT00277212,measures_secondary,Serious Adverse Events
NCT00277212,measures_secondary,Adverse Events
NCT00277212,has_criteria,Any new untoward medical occurrence
NCT00420212,involves,Relapsing-Remitting Multiple Sclerosis
NCT00420212,evaluates,Oral BG00012
NCT00420212,measures_primary,Proportion of Relapses
NCT00420212,measures_secondary,T2 Hyperintense Lesions
NCT00420212,measures_secondary,Gadolinium-enhancing Lesions
NCT00420212,measures_secondary,Subjects With Gd-Enhancing Lesions
NCT00420212,measures_secondary,Annualized Relapse Rate
NCT00420212,has_criteria,protocol-defined relapse
NCT05952869,involves,Heterozygous Familial Hypercholesterolemia
NCT05952869,evaluates,Enlicitide Decanoate
NCT05952869,measures_primary,LDL-C percent change
NCT05952869,measures_secondary,non-HDL-C percent change
NCT05952869,measures_secondary,ApoB percent change
NCT05952869,measures_secondary,Lp(a) percent change
NCT05952869,has_criteria,Up to ~60 weeks
NCT05952869,has_criteria,Up to ~52 weeks
NCT00663169,involves,Acute Gout
NCT00663169,evaluates,Canakinumab
NCT00663169,measures_primary,Gout improvement
NCT00663169,measures_secondary,Time to recurrence
NCT00663169,measures_secondary,Time to walk independently
NCT00663169,measures_secondary,Discontinuation due to adverse events
NCT00663169,measures_secondary,Change in CRP
NCT00663169,measures_secondary,Change in SAA
NCT00663169,has_criteria,Hospitalized patients
NCT00734162,involves,Chronic Hepatitis B Infection
NCT00734162,evaluates,Tenofovir Disoproxil Fumarate
NCT00734162,measures_primary,decrease in spine BMD
NCT00734162,measures_secondary,HBV DNA < 400 Copies/mL
NCT00734162,has_criteria,baseline age
NCT00853762,involves,Multiple Sclerosis
NCT00853762,evaluates,Atacicept
NCT00853762,measures_primary,Change From Baseline
NCT00853762,measures_secondary,Pulse Rate
NCT00853762,measures_secondary,Temperature
NCT00853762,measures_secondary,Electrocardiogram
NCT00853762,has_criteria,Baseline
NCT00797862,involves,Hypertension
NCT00797862,evaluates,Aliskiren
NCT00797862,evaluates,Amlodipine
NCT00797862,measures_primary,msSBP at Week 24
NCT00797862,measures_secondary,msDBP at Week 32
NCT00797862,has_criteria,Baseline
NCT03627091,involves,Crohn's Disease
NCT03627091,evaluates,Ontamalimab
NCT03627091,measures_primary,Clinical Remission
NCT03627091,measures_secondary,Endoscopic Response
NCT03627091,has_criteria,Week 52
NCT02616380,involves,Rheumatoid Arthritis
NCT02616380,evaluates,Adalimumab
NCT02616380,measures_primary,HAQ-DI score
NCT02616380,measures_secondary,SF-36 Physical Component Summary
NCT02616380,measures_secondary,SF-36 Mental Component Summary
NCT02616380,measures_secondary,EQ-5D-3L Index
NCT02616380,has_criteria,Baseline and Week 24
NCT01139762,involves,Benign Prostatic Hyperplasia
NCT01139762,evaluates,Tadalafil
NCT01139762,evaluates,Finasteride
NCT01139762,measures_primary,Change in IPSS
NCT01139762,measures_secondary,IPSS storage subscore
NCT01139762,measures_secondary,IPSS voiding subscore
NCT01139762,has_criteria,Enlarged Prostates
NCT01139762,has_criteria,Urinary Symptoms
NCT05657691,involves,Major Depressive Disorder
NCT05657691,involves,Impaired Cognition
NCT05657691,evaluates,Xanamem
NCT05657691,measures_primary,Attention Composite
NCT05657691,measures_primary,Change from Baseline
NCT05657691,measures_secondary,Depressive Symptoms
NCT05657691,has_criteria,Age 18-75
NCT05657691,has_criteria,MDD diagnosis
NCT05657691,has_criteria,HAM-D ≥ 17
NCT05657691,has_criteria,Cognitive abilities
NCT05657691,has_criteria,Stable antidepressant dose
NCT05657691,has_criteria,Nicotine abstinence
NCT03459391,evaluates,XC221
NCT03459391,measures_primary,AUC0-inf
NCT03459391,measures_primary,Cmax
NCT03459391,has_criteria,Healthy Volunteers
NCT03341962,involves,Ulcerative Colitis
NCT03341962,evaluates,IMU-838
NCT03341962,measures_primary,Symptomatic Remission
NCT03341962,measures_primary,Endoscopic Healing
NCT03341962,measures_secondary,Time to Achieving Symptomatic Remission
NCT03341962,measures_secondary,Proportion of Patients With Clinical Response
NCT03341962,measures_secondary,Proportion of Patients With Endoscopic Healing
NCT03341962,measures_secondary,Proportion of Patients With Symptomatic Response
NCT03341962,has_criteria,30 mg/day
NCT03341962,has_criteria,45 mg/day
NCT06497491,involves,Adult-onset Still's Disease
NCT06497491,evaluates,GNR-086
NCT06497491,evaluates,Ilaris
NCT06497491,measures_primary,DAS28-ESR/CRP score
NCT06497491,measures_secondary,ACR30/50/70/90/100 response
NCT06497491,has_criteria,fever associated with the underlying disease
NCT03655691,involves,Crow's Feet wrinkles
NCT03655691,evaluates,ET-01
NCT03655691,measures_primary,IGA-C Score
NCT03655691,measures_secondary,SSA-C Score
NCT03655691,has_criteria,25-65 years of age
NCT03655691,has_criteria,minimal to moderate Crow's Feet wrinkles
NCT03655691,has_criteria,moderate to severe Crow's Feet wrinkles
NCT03655691,has_criteria,willingness to refrain
NCT03655691,has_criteria,female subjects not pregnant
NCT03655691,has_criteria,not lactating
NCT01519791,involves,Rheumatoid Arthritis
NCT01519791,evaluates,Certolizumab Pegol
NCT01519791,measures_primary,Sustained Remission
NCT01519791,measures_primary,Sustained Low Disease Activity
NCT01519791,measures_secondary,Change From Baseline in mTSS
NCT01519791,measures_secondary,Percentage of Subjects With Radiographic Non-progression
NCT01519791,measures_secondary,Change From Baseline in the Joint Erosion Score
NCT01519791,has_criteria,DMARD-naïve Adults
NCT04391894,involves,Dry Eye Disease
NCT04391894,evaluates,ECF843
NCT04391894,evaluates,Vehicle
NCT04391894,measures_primary,SANDE score
NCT04391894,measures_secondary,Corneal Fluorescein Staining Score
NCT04391894,measures_secondary,Central Corneal Fluorescein Staining
NCT00937794,involves,Hunter Syndrome
NCT00937794,evaluates,Elaprase
NCT00937794,measures_primary,General Conceptual Ability
NCT00937794,measures_secondary,Adaptive Behavior
NCT00937794,has_criteria,Male
NCT03572062,involves,Respiratory Syncytial Virus
NCT03572062,evaluates,Adjuvanted RSV Vaccine
NCT03572062,measures_primary,Local Reactions Within 14 Days
NCT03572062,measures_secondary,Systemic Events Within 14 Days
NCT03572062,measures_secondary,Adverse Events Within 1 Month
NCT03572062,has_criteria,Healthy Older Adults
NCT04217291,involves,Type 2 Diabetes Mellitus
NCT04217291,evaluates,SY-004
NCT04217291,measures_primary,Glycosylated Hemoglobin A1c
NCT04217291,measures_secondary,fasting blood glucose
NCT04217291,measures_secondary,postprandial blood glucose auc0-2h
NCT04217291,measures_secondary,abdominal weight
NCT04217291,has_criteria,age ≥ 18 years old
